,BusNum,BusNum:1,LineCircuit,LineR,LineX,BranchDeviceType,LineStatus,Latitude,Longitude,Latitude:1,Longitude:1,BusNomVolt,LineLimitPercent,LineMVA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lim MVA C
306,241,240,1,0.00054,0.00398,Line,Closed,33.4,-81.42,33.4,-81.42,13.8,0,27.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
307,242,287,1,0.00705,0.06771,Line,Closed,33.99,-81,33.94,-80.69,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
308,242,320,1,0.00303,0.02907,Line,Closed,33.99,-81,34.09,-80.97,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
309,243,242,1,0.00061,0.0037,Line,Closed,33.99,-81,33.99,-81,138,0,130.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
310,244,426,1,0.0037,0.03394,Line,Closed,34.34,-82.09,34.31,-82.23,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
311,245,244,1,0.0006,0.00315,Line,Closed,34.34,-82.09,34.34,-82.09,138,0,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
312,246,471,1,0.00109,0.01437,Line,Closed,35.16,-81.43,34.88,-81.84,138,0,1493.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
313,246,332,1,0.00092,0.01337,Line,Closed,35.16,-81.43,34.98,-81.83,138,0,1493.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
314,247,401,1,0.00487,0.0469,Line,Closed,35.16,-81.43,35.11,-81.22,138,0,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
315,247,246,1,0.00123,0.06785,Transformer,Closed,35.16,-81.43,35.16,-81.43,138,0,460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
316,248,246,1,0.00131,0.05441,Transformer,Closed,35.16,-81.43,35.16,-81.43,138,0,336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
317,249,246,1,0.00139,0.05427,Transformer,Closed,35.16,-81.43,35.16,-81.43,138,0,333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
318,250,246,2,0.00039,0.02016,Transformer,Closed,35.16,-81.43,35.16,-81.43,138,0,628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
319,250,246,1,0.00041,0.02016,Transformer,Closed,35.16,-81.43,35.16,-81.43,13.8,0,628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
320,251,360,1,0.00453,0.04155,Line,Closed,34.99,-82.33,35,-82.13,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
321,252,251,1,0.00066,0.00386,Line,Closed,34.99,-82.33,34.99,-82.33,138,0,171.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
322,253,417,1,0.00533,0.04892,Line,Closed,34.87,-82.36,35.03,-82.49,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
323,253,119,1,0.00149,0.01435,Line,Closed,34.87,-82.36,34.85,-82.4,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
324,253,347,1,0.00255,0.02449,Line,Closed,34.87,-82.36,34.83,-82.46,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
325,254,253,1,0.00422,0.13453,Transformer,Closed,34.87,-82.36,34.87,-82.36,138,0,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
326,255,253,1,0.00273,0.10598,Transformer,Closed,34.87,-82.36,34.87,-82.36,138,0,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
327,256,253,1,0.00659,0.18871,Transformer,Closed,34.87,-82.36,34.87,-82.36,138,0,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
328,257,253,1,0.00255,0.08097,Transformer,Closed,34.87,-82.36,34.87,-82.36,138,0,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
329,258,253,1,0.00935,0.25929,Transformer,Closed,34.87,-82.36,34.87,-82.36,138,0,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
330,259,253,1,0.00065,0.00358,Line,Closed,34.87,-82.36,34.87,-82.36,138,0,11.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
331,260,166,1,0.00199,0.01825,Line,Closed,34.95,-82.98,34.96,-82.91,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
332,261,260,1,0.00057,0.00332,Line,Closed,34.95,-82.98,34.95,-82.98,345,0,31.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
333,262,232,1,0.00025,0.00363,Line,Closed,33.98,-81.04,33.94,-81.15,138,0,1493.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
334,263,326,1,0.00252,0.02423,Line,Closed,33.98,-81.04,34.05,-81.11,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
335,263,491,1,0.00346,0.03325,Line,Closed,33.98,-81.04,34.1,-81.04,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
336,263,476,1,0.00181,0.01734,Line,Closed,33.98,-81.04,34.03,-81,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
337,263,276,1,0.00086,0.0083,Line,Closed,33.98,-81.04,33.99,-81.03,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
338,263,262,1,0.00038,0.01827,Transformer,Closed,33.98,-81.04,33.98,-81.04,138,0,656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
339,264,262,1,0.00052,0.05005,Transformer,Closed,33.98,-81.04,33.98,-81.04,138,0,255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
340,265,262,1,0.00023,0.03379,Transformer,Closed,33.98,-81.04,33.98,-81.04,138,0,241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
341,266,263,1,0.00057,0.00341,Line,Closed,33.98,-81.04,33.98,-81.04,138,0,107.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
342,267,31,1,0.0049,0.04702,Line,Closed,33.42,-81.69,33.48,-81.51,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
343,268,267,1,0.0005,0.00357,Line,Closed,33.42,-81.69,33.42,-81.69,138,0,206.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
344,269,93,1,0.00392,0.03596,Line,Closed,34.33,-81.42,34.44,-81.33,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
345,270,269,1,0.00057,0.00398,Line,Closed,34.33,-81.42,34.33,-81.42,138,0,10.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
346,272,271,1,0.00101,0.03765,Transformer,Closed,33.78,-81.68,33.78,-81.68,138,0,484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
347,272,85,1,0.00441,0.04047,Line,Closed,33.78,-81.68,33.65,-81.6,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
348,273,272,1,0.00057,0.004,Line,Closed,33.78,-81.68,33.78,-81.68,138,0,15.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
349,274,110,1,0.00313,0.03002,Line,Closed,35.07,-81.61,34.97,-81.59,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
350,275,274,1,0.0012,0.04081,Transformer,Closed,35.07,-81.61,35.07,-81.61,13.8,0,225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
351,276,485,1,0.00263,0.02412,Line,Closed,33.99,-81.03,33.91,-81.08,13.8,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
352,276,320,1,0.00321,0.03082,Line,Closed,33.99,-81.03,34.09,-80.97,13.8,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
353,277,276,1,0.00054,0.00366,Line,Closed,33.99,-81.03,33.99,-81.03,13.8,0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
354,278,276,1,0.00053,0.00385,Line,Closed,33.99,-81.03,33.99,-81.03,138,0,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
355,279,468,1,0.0032,0.03077,Line,Closed,35.15,-82.53,35.08,-82.63,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
356,279,340,1,0.00596,0.05728,Line,Closed,35.15,-82.53,35.14,-82.28,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
357,280,279,1,0.00069,0.00308,Line,Closed,35.15,-82.53,35.15,-82.53,138,0,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
358,281,384,1,0.00383,0.03678,Line,Closed,34.51,-82.61,34.63,-82.55,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
359,281,328,1,0.00497,0.04556,Line,Closed,34.51,-82.61,34.64,-82.72,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
360,282,281,1,0.00054,0.00362,Line,Closed,34.51,-82.61,34.51,-82.61,138,0,203.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
361,283,236,1,0.00452,0.04143,Line,Closed,34.04,-81.78,33.9,-81.71,13.8,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
362,284,283,1,0.00065,0.00399,Line,Closed,34.04,-81.78,34.04,-81.78,13.8,0,48.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
363,285,487,1,0.00324,0.03109,Line,Closed,34.52,-83,34.53,-82.87,13.8,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
364,285,230,1,0.00275,0.0264,Line,Closed,34.52,-83,34.44,-83.05,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
365,286,285,1,0.00067,0.00327,Line,Closed,34.52,-83,34.52,-83,138,0,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
366,287,62,1,0.00545,0.05236,Line,Closed,33.94,-80.69,34.1,-80.79,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
367,287,476,1,0.00744,0.06826,Line,Closed,33.94,-80.69,34.03,-81,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
368,287,415,1,0.00428,0.03927,Line,Closed,33.94,-80.69,33.8,-80.74,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
369,288,287,1,0.00051,0.00382,Line,Closed,33.94,-80.69,33.94,-80.69,138,0,89.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
370,290,289,1,0.00054,0.00381,Line,Closed,34.99,-82.84,34.99,-82.84,138,0,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
371,292,291,1,0.00058,0.00322,Line,Closed,33.6,-81.32,33.6,-81.32,345,0,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
372,293,149,1,0.00439,0.04211,Line,Closed,33.82,-82,33.75,-82.15,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
373,294,293,1,0.00065,0.00329,Line,Closed,33.82,-82,33.82,-82,138,0,35.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
374,295,447,1,0.00342,0.03137,Line,Closed,34.71,-81.74,34.68,-81.61,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
375,296,295,1,0.00053,0.00343,Line,Closed,34.71,-81.74,34.71,-81.74,138,0,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
376,297,440,1,0.00065,0.00935,Line,Closed,34.41,-82.22,34.6,-82.44,138,0,1493.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
377,298,426,1,0.00324,0.03112,Line,Closed,34.41,-82.22,34.31,-82.23,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
378,298,297,1,0.00059,0.03135,Transformer,Closed,34.41,-82.22,34.41,-82.22,138,0,348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
379,299,298,1,0.00054,0.00363,Line,Closed,34.41,-82.22,34.41,-82.22,138,0,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
380,300,141,1,0.00267,0.02449,Line,Closed,34.97,-81.19,34.97,-81.08,138,0,430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
381,300,478,1,0.00836,0.08031,Line,Closed,34.97,-81.19,34.76,-81.47,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
382,301,300,1,0.00245,0.08126,Transformer,Closed,34.97,-81.19,34.97,-81.19,138,0,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
383,302,300,1,0.00367,0.07834,Transformer,Closed,34.97,-81.19,34.97,-81.19,138,0,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
384,303,300,1,0.00065,0.004,Line,Closed,34.97,-81.19,34.97,-81.19,138,0,139.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
385,304,129,1,0.00306,0.02941,Line,Closed,34.7,-82.46,34.77,-82.38,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
386,305,304,1,0.02066,0.53593,Transformer,Closed,34.7,-82.46,34.7,-82.46,345,0,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
387,306,304,1,0.00522,0.24992,Transformer,Closed,34.7,-82.46,34.7,-82.46,138,0,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
388,307,304,1,0.00055,0.00347,Line,Closed,34.7,-82.46,34.7,-82.46,13.8,0,122.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
389,308,500,1,0.00694,0.06668,Line,Closed,34.01,-82.52,33.93,-82.25,13.8,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
390,309,308,1,0.00066,0.004,Line,Closed,34.01,-82.52,34.01,-82.52,13.8,0,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
391,310,281,1,0.00225,0.02161,Line,Closed,34.44,-82.62,34.51,-82.61,13.8,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
392,311,310,1,0.00062,0.00359,Line,Closed,34.44,-82.62,34.44,-82.62,13.8,0,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
393,312,267,1,0.00448,0.04298,Line,Closed,33.3,-81.8,33.42,-81.69,13.8,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
394,313,312,1,0.00064,0.00398,Line,Closed,33.3,-81.8,33.3,-81.8,13.8,0,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
395,314,295,1,0.00319,0.03066,Line,Closed,34.65,-81.84,34.71,-81.74,13.8,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
396,315,314,1,0.00054,0.00314,Line,Closed,34.65,-81.84,34.65,-81.84,13.8,0,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
397,316,5,1,0.00245,0.02348,Line,Closed,34.95,-81.45,35.01,-81.39,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
398,317,316,1,0.00067,0.00305,Line,Closed,34.95,-81.45,34.95,-81.45,138,0,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
399,318,336,1,0.00547,0.05015,Line,Closed,34.6,-80.89,34.52,-81.11,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
400,318,176,1,0.00343,0.03291,Line,Closed,34.6,-80.89,34.71,-80.92,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
401,319,318,1,0.00159,0.07586,Transformer,Closed,34.6,-80.89,34.6,-80.89,138,0,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
402,321,320,1,0.00063,0.00362,Line,Closed,34.09,-80.97,34.09,-80.97,138,0,269.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
403,322,58,2,0.00202,0.01939,Line,Closed,34.78,-82.3,34.77,-82.23,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
404,322,58,1,0.00202,0.01939,Line,Closed,34.78,-82.3,34.77,-82.23,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
405,322,208,1,0.00286,0.02746,Line,Closed,34.78,-82.3,34.69,-82.29,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
406,323,322,1,0.00066,0.00311,Line,Closed,34.78,-82.3,34.78,-82.3,138,0,75.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
407,324,322,1,0.00157,0.01442,Line,Closed,34.81,-82.33,34.78,-82.3,345,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
408,324,129,1,0.00188,0.01723,Line,Closed,34.81,-82.33,34.77,-82.38,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
409,325,324,1,0.00054,0.00371,Line,Closed,34.81,-82.33,34.81,-82.33,13.8,0,146.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
410,327,326,1,0.00057,0.00319,Line,Closed,34.05,-81.11,34.05,-81.11,13.8,0,159.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
411,329,328,1,0.00055,0.00303,Line,Closed,34.64,-82.72,34.64,-82.72,13.8,0,40.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
412,331,330,1,0.00057,0.00388,Line,Closed,34.95,-81.84,34.95,-81.84,13.8,0,77.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
413,332,471,1,0.00026,0.00341,Line,Closed,34.98,-81.83,34.88,-81.84,13.8,0,1493.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
414,333,332,1,0.00074,0.02644,Transformer,Closed,34.98,-81.83,34.98,-81.83,13.8,0,508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
415,333,330,1,0.00152,0.01457,Line,Closed,34.98,-81.83,34.95,-81.84,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
416,334,333,1,0.00066,0.0032,Line,Closed,34.98,-81.83,34.98,-81.83,138,0,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
417,335,333,1,0.00063,0.00355,Line,Closed,34.98,-81.83,34.98,-81.83,138,0,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
418,336,93,1,0.00579,0.05315,Line,Closed,34.52,-81.11,34.44,-81.33,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
419,337,336,1,0.00056,0.0039,Line,Closed,34.52,-81.11,34.52,-81.11,138,0,9.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
420,338,459,1,0.00195,0.0179,Line,Closed,35.05,-80.99,35.01,-80.93,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
421,339,338,1,0.00056,0.00363,Line,Closed,35.05,-80.99,35.05,-80.99,138,0,98.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
422,341,340,1,0.00062,0.00385,Line,Closed,35.14,-82.28,35.14,-82.28,138,0,43.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
423,342,10,1,0.00282,0.02712,Line,Closed,34.23,-81.77,34.19,-81.87,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
424,343,342,1,0.00058,0.00363,Line,Closed,34.23,-81.77,34.23,-81.77,138,0,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
425,344,342,1,0.00057,0.00388,Line,Closed,34.23,-81.77,34.23,-81.77,345,0,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
426,345,415,1,0.0071,0.06512,Line,Closed,33.57,-80.89,33.8,-80.74,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
427,345,179,1,0.00508,0.04661,Line,Closed,33.57,-80.89,33.63,-81.08,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
428,346,345,1,0.00056,0.00319,Line,Closed,33.57,-80.89,33.57,-80.89,345,0,72.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
429,347,417,1,0.00555,0.05092,Line,Closed,34.83,-82.46,35.03,-82.49,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
430,348,347,1,0.00058,0.00312,Line,Closed,34.83,-82.46,34.83,-82.46,13.8,0,138.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
431,349,403,1,0.00262,0.02513,Line,Closed,34.17,-81.9,34.11,-81.98,13.8,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
432,350,349,1,0.0027,0.0716,Transformer,Closed,34.17,-81.9,34.17,-81.9,13.8,0,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
433,351,349,1,0.00389,0.07925,Transformer,Closed,34.17,-81.9,34.17,-81.9,13.8,0,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
434,352,349,1,0.00305,0.07211,Transformer,Closed,34.17,-81.9,34.17,-81.9,13.8,0,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
435,353,349,1,0.0027,0.0722,Transformer,Closed,34.17,-81.9,34.17,-81.9,13.8,0,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
436,355,354,1,0.00069,0.00376,Line,Closed,34.33,-80.88,34.33,-80.88,13.8,0,28.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
437,356,382,1,0.00285,0.02735,Line,Closed,34.67,-82.19,34.59,-82.12,13.8,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
438,356,208,1,0.00255,0.02452,Line,Closed,34.67,-82.19,34.69,-82.29,13.8,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
439,357,356,1,0.00055,0.00342,Line,Closed,34.67,-82.19,34.67,-82.19,13.8,0,84.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
440,358,310,1,0.00293,0.02689,Line,Closed,34.38,-82.72,34.44,-82.62,345,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
441,358,48,1,0.0045,0.04128,Line,Closed,34.38,-82.72,34.26,-82.61,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
442,358,97,1,0.00268,0.02455,Line,Closed,34.38,-82.72,34.46,-82.76,13.8,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
443,359,358,1,0.00067,0.00351,Line,Closed,34.38,-82.72,34.38,-82.72,13.8,0,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
444,360,417,1,0.00812,0.07801,Line,Closed,35,-82.13,35.03,-82.49,13.8,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
445,361,360,1,0.01388,0.33724,Transformer,Closed,35,-82.13,35,-82.13,138,0,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
446,362,360,1,0.00354,0.11798,Transformer,Closed,35,-82.13,35,-82.13,138,0,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
447,363,360,1,0.00224,0.11593,Transformer,Closed,35,-82.13,35,-82.13,138,0,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
448,364,360,1,0.00051,0.00356,Line,Closed,35,-82.13,35,-82.13,138,0,40.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
449,365,454,1,0.0023,0.02211,Line,Closed,33.83,-81.09,33.87,-81.02,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
450,365,374,1,0.00284,0.02723,Line,Closed,33.83,-81.09,33.75,-81.04,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
451,366,365,1,0.00054,0.00392,Line,Closed,33.83,-81.09,33.83,-81.09,138,0,101.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
452,367,468,1,0.00832,0.07633,Line,Closed,34.83,-82.85,35.08,-82.63,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
453,367,461,1,0.00633,0.05803,Line,Closed,34.83,-82.85,34.88,-82.58,345,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
454,367,15,1,0.00192,0.01842,Line,Closed,34.83,-82.85,34.79,-82.9,138,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
455,368,367,1,0.00052,0.00321,Line,Closed,34.83,-82.85,34.83,-82.85,13.8,0,17.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
456,370,369,1,0.00057,0.00306,Line,Closed,34.75,-82.93,34.75,-82.93,13.8,0,62.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
457,371,195,1,0.00045,0.00597,Line,Closed,33.94,-81.38,34.06,-81.22,138,0,1493.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
458,372,112,1,0.00201,0.01927,Line,Closed,33.94,-81.38,33.92,-81.45,13.8,0,320.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
